City,Count of Customer ID,Customer Name,Customer Segment,Sum of Discount,Year,Quarter,Month,Day,Count of Order ID,Order Priority,Count of Postal Code,Sum of Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Sum of Quantity ordered new,Region,Count of Row ID,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State or Province,Sum of Unit Price
Dunwoody,1,Joel Burnette,Corporate,0.04,2013,Qtr 2,April,29,1,Low,1,0.74,Furniture,Jumbo Box,Bretford Rectangular Conference Table Tops,Tables,53.279999999999994,2,South,1,620.42,2013,Qtr 2,May,6,Delivery Truck,85.63,Georgia,376.13
Dunwoody,1,Joel Burnette,Corporate,0.09,2013,Qtr 2,April,29,1,Low,1,0.58,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,-230.426,9,South,1,151.18,2013,Qtr 2,April,29,Regular Air,6.25,Georgia,16.91
Dunwoody,1,Joel Burnette,Home Office,0.03,2011,Qtr 3,August,12,1,Critical,1,0.38,Office Supplies,Small Box,Xerox 1906,Paper,5351.2413,7,South,1,254.42,2011,Qtr 3,August,13,Express Air,7.5,Georgia,35.44
Dunwoody,1,Joel Burnette,Home Office,0.1,2011,Qtr 3,August,12,1,Critical,1,0.56,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,-330.568,2,South,1,7.67,2011,Qtr 3,August,15,Regular Air,3.97,Georgia,3.28
Durango,1,Cynthia Khan,Corporate,0,2011,Qtr 3,July,14,1,Medium,1,0.52,Office Supplies,Medium Box,Holmes 99% HEPA Air Purifier,Appliances,-99.95,10,West,1,235.88,2011,Qtr 3,July,16,Regular Air,13.99,Colorado,21.66
Durango,1,Cynthia Khan,Corporate,0,2011,Qtr 3,September,4,1,Medium,1,0.49,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,-55.6104,10,West,1,172.37,2011,Qtr 3,September,5,Regular Air,9.4,Colorado,15.99
Durango,1,Cynthia Khan,Corporate,0.04,2012,Qtr 1,March,30,1,Medium,1,0.55,Technology,Small Box,Accessory35,Telephones and Communication,222.90449999999998,11,West,1,323.05,2012,Qtr 2,April,1,Regular Air,1.1,Colorado,35.99
Durango,1,Cynthia Khan,Corporate,0.04,2012,Qtr 2,May,19,1,Not Specified,1,0.38,Office Supplies,Small Box,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,-5.439500000000001,1,West,1,10.48,2012,Qtr 2,May,21,Regular Air,6.83,Colorado,3.52
Durango,1,Cynthia Khan,Corporate,0.08,2013,Qtr 1,January,8,1,High,1,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-166.67088,11,West,1,53.2,2013,Qtr 1,January,9,Regular Air,5.68,Colorado,4.91
Durango,1,Cynthia Khan,Corporate,0.01,2013,Qtr 2,April,21,1,High,1,0.59,Technology,Small Box,StarTAC 6500,Telephones and Communication,-315.029,2,West,1,224.76,2013,Qtr 2,April,22,Regular Air,8.8,Colorado,125.99
Durango,1,Cynthia Khan,Home Office,0.03,2010,Qtr 3,September,5,1,Not Specified,1,0.36,Office Supplies,Small Box,Xerox 1950,Paper,-63.35,15,West,1,88.22,2010,Qtr 3,September,6,Regular Air,5.37,Colorado,5.78
Durango,1,Cynthia Khan,Home Office,0.07,2011,Qtr 1,January,18,1,High,1,0.58,Office Supplies,Small Box,Portable Personal File Box,Storage & Organization,-18.575200000000002,8,West,1,97.5,2011,Qtr 1,January,20,Regular Air,4.81,Colorado,12.21
Durango,1,Cynthia Khan,Home Office,0.05,2011,Qtr 1,January,18,1,High,1,0.56,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,58.4212,6,West,1,205.18,2011,Qtr 1,January,20,Regular Air,8.99,Colorado,34.58
Durango,1,Cynthia Khan,Home Office,0.05,2011,Qtr 1,January,18,1,High,1,0.57,Technology,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Office Machines,-10402.943916,1,West,1,3460.11,2011,Qtr 1,January,19,Delivery Truck,8.73,Colorado,3502.14
Durango,1,Cynthia Khan,Home Office,0.06,2011,Qtr 1,January,24,1,Not Specified,1,0.75,Technology,Small Box,"IBM Numeric Access II Keypad, 17-Key, Black",Computer Peripherals,-223.4852,10,West,1,348.7,2011,Qtr 1,January,25,Regular Air,9.02,Colorado,35.77
Durango,1,Cynthia Khan,Home Office,0.08,2012,Qtr 2,April,22,1,Low,1,0.57,Office Supplies,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,163.38,12,West,1,401.39,2012,Qtr 2,April,27,Regular Air,8.22,Colorado,34.76
Durango,1,Molly Webster,Home Office,0.09,2010,Qtr 3,August,18,1,High,1,0.57,Office Supplies,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,45.3324,7,West,1,242.97,2010,Qtr 3,August,20,Regular Air,8.22,Colorado,34.76
Durango,1,Molly Webster,Home Office,0.01,2010,Qtr 3,August,18,1,High,1,0.36,Office Supplies,Small Box,Wilson Jones Custom Binder Spines & Labels,Binders and Binder Accessories,-18.478199999999998,3,West,1,19.68,2010,Qtr 3,August,19,Regular Air,7.46,Colorado,5.44
Durango,1,Molly Webster,Home Office,0.03,2010,Qtr 3,August,18,1,High,1,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,12.5504,7,West,1,154.11,2010,Qtr 3,August,19,Express Air,5.53,Colorado,22.01
Durango,1,Molly Webster,Home Office,0.02,2010,Qtr 3,August,18,1,High,1,0.35,Technology,Jumbo Drum,Sharp 1540cs Digital Laser Copier,Copiers and Fax,-381.84119999999996,18,West,1,9798.84,2010,Qtr 3,August,20,Delivery Truck,49,Colorado,549.99
Durango,1,Molly Webster,Home Office,0.1,2011,Qtr 1,January,25,1,High,1,0.78,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,-1957.0424,8,West,1,755.51,2011,Qtr 1,January,27,Delivery Truck,57.38,Colorado,100.98
Durango,1,Molly Webster,Home Office,0.01,2011,Qtr 1,January,25,1,High,1,0.37,Office Supplies,Small Box,Xerox 1923,Paper,-11.2592,1,West,1,12.41,2011,Qtr 1,January,26,Regular Air,5.66,Colorado,6.68
Durango,1,Molly Webster,Home Office,0.03,2013,Qtr 2,June,7,1,High,1,0.79,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,-433.85600000000005,1,West,1,158.26,2013,Qtr 2,June,9,Regular Air,4,Colorado,152.48
Durango,1,Molly Webster,Home Office,0.1,2013,Qtr 2,June,7,1,High,1,0.75,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,-102.16,2,West,1,62.16,2013,Qtr 2,June,10,Regular Air,5.5,Colorado,32.98
Durham,1,Sean Sparks,Corporate,0,2012,Qtr 4,December,25,1,Not Specified,1,0.38,Office Supplies,Small Box,Avery 501,Labels,-34.937,21,South,1,87.49,2012,Qtr 4,December,26,Express Air,0.5,North Carolina,3.69
Durham,1,Sean Sparks,Corporate,0.04,2012,Qtr 4,December,25,1,Not Specified,1,0.58,Office Supplies,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,-86.6341,2,South,1,804.85,2012,Qtr 4,December,26,Regular Air,19.99,North Carolina,419.19
Durham,1,Sean Sparks,Corporate,0.03,2013,Qtr 1,January,31,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 1997,Paper,488.094,12,South,1,81.78,2013,Qtr 1,February,1,Express Air,10.05,North Carolina,6.48
Durham,1,Sean Sparks,Corporate,0,2013,Qtr 3,July,17,1,Critical,1,0.36,Office Supplies,Small Box,GBC Poly Designer Binding Covers,Binders and Binder Accessories,24.312,16,South,1,274.93,2013,Qtr 3,July,18,Regular Air,5.08,North Carolina,16.74
Durham,1,Sean Sparks,Corporate,0,2013,Qtr 3,July,17,1,Critical,1,0.39,Office Supplies,Small Box,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,39.882,4,South,1,252.43,2013,Qtr 3,July,19,Regular Air,10.29,North Carolina,59.78
Durham,1,Sean Sparks,Small Business,0.03,2013,Qtr 4,October,13,1,Low,1,0.49,Furniture,Small Box,"Computer Room Manger, 14""",Office Furnishings,-14.462,19,South,1,608.33,2013,Qtr 4,October,13,Regular Air,7.09,North Carolina,32.48
Durham,1,Sean Sparks,Small Business,0.1,2013,Qtr 4,October,13,1,Low,1,0.83,Office Supplies,Wrap Bag,Revere Boxed Rubber Bands by Revere,Rubber Bands,-324.24,2,South,1,3.78,2013,Qtr 4,October,15,Regular Air,0.76,North Carolina,1.89
Duxbury,1,April Winters,Small Business,0.02,2013,Qtr 4,October,28,1,High,1,0.39,Office Supplies,Small Box,Xerox 1991,Paper,234.68,22,East,1,526.36,2013,Qtr 4,October,30,Regular Air,8.18,Massachusetts,22.84
Eagan,1,Eugene Chandler,Corporate,0.08,2012,Qtr 2,April,11,1,High,1,0.36,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,2.006,7,Central,1,19.87,2012,Qtr 2,April,14,Regular Air,1.49,Minnesota,2.88
Eagan,1,Eugene Chandler,Corporate,0.05,2012,Qtr 2,June,7,1,Low,1,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,177.81989999999996,11,Central,1,257.71,2012,Qtr 2,June,11,Regular Air,8.99,Minnesota,22.72
Eagan,1,Eugene Chandler,Corporate,0.02,2012,Qtr 2,June,7,1,Low,1,0.49,Office Supplies,Wrap Bag,Colored Push Pins,Rubber Bands,-24.088,20,Central,1,37.9,2012,Qtr 2,June,11,Regular Air,1.56,Minnesota,1.81
Eagan,1,Eugene Chandler,Corporate,0.01,2013,Qtr 3,August,18,1,Low,1,0.38,Office Supplies,Small Box,Staples Colored Bar Computer Paper,Paper,544.9481999999999,22,Central,1,789.78,2013,Qtr 3,August,27,Regular Air,4.92,Minnesota,35.44
Eagan,1,Eugene Chandler,Small Business,0.09,2011,Qtr 1,January,22,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 220,Paper,-87.18440000000001,4,Central,1,26.06,2011,Qtr 1,January,23,Regular Air,7.49,Minnesota,6.48
Eagle,1,Erica Pittman,Small Business,0,2012,Qtr 4,November,18,1,Medium,1,0.62,Technology,Small Box,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Computer Peripherals,598.1800000000001,25,West,1,1394.72,2012,Qtr 4,November,21,Regular Air,5.5,Idaho,53.98
Eagle,1,Erica Pittman,Small Business,0.09,2013,Qtr 3,July,9,1,Critical,1,0.36,Office Supplies,Small Box,Xerox 1899,Paper,-61.04016000000001,13,West,1,71.54,2013,Qtr 3,July,12,Regular Air,4.96,Idaho,5.78
Eagle,1,Erica Pittman,Small Business,0.05,2013,Qtr 4,October,11,1,Critical,1,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-699.72,24,West,1,2156.25,2013,Qtr 4,October,13,Delivery Truck,42,Idaho,89.99
Eagle,1,Erica Pittman,Small Business,0.07,2013,Qtr 4,November,11,1,Low,1,0.39,Office Supplies,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,162.022784,37,West,1,321.52,2013,Qtr 4,November,20,Express Air,2.99,Idaho,8.69
Eagle,1,Gordon Sutherland,Corporate,0.09,2012,Qtr 2,May,1,1,High,1,0.37,Office Supplies,Small Box,Xerox 214,Paper,-118.55,13,West,1,80.96,2012,Qtr 2,May,2,Regular Air,7.03,Idaho,6.48
Eagle,1,Gordon Sutherland,Corporate,0,2012,Qtr 2,May,1,1,High,1,0.4,Technology,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Office Machines,202.73,9,West,1,777.47,2012,Qtr 2,May,3,Delivery Truck,30.06,Idaho,80.97
Eagle,1,Gordon Sutherland,Corporate,0.02,2013,Qtr 1,February,2,1,Low,1,0.38,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,-0.49,10,West,1,11.8,2013,Qtr 1,February,2,Regular Air,0.7,Idaho,1.14
Eagle,1,Gordon Sutherland,Corporate,0.08,2013,Qtr 3,July,28,1,Low,1,0.78,Furniture,Wrap Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Office Furnishings,-751.8801599999999,14,West,1,951.56,2013,Qtr 3,July,28,Regular Air,37.58,Idaho,70.71
Eagle,1,Gordon Sutherland,Corporate,0.05,2013,Qtr 3,August,18,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 210,Paper,-20.212080000000004,7,West,1,51.02,2013,Qtr 3,August,19,Express Air,7.37,Idaho,6.48
Eagle,1,Gordon Sutherland,Corporate,0,2013,Qtr 4,November,1,1,Critical,1,0.51,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,466.38592000000006,41,West,1,1005.62,2013,Qtr 4,November,2,Regular Air,7.58,Idaho,22.98
Eagle,1,Richard Tan,Corporate,0.03,2010,Qtr 2,May,4,1,Medium,1,0.62,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,1304.9,18,West,1,2934.16,2010,Qtr 2,May,5,Delivery Truck,30,Idaho,160.98
Eagle,1,Richard Tan,Corporate,0.07,2010,Qtr 2,May,4,1,Medium,1,0.39,Office Supplies,Small Box,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Binders and Binder Accessories,-116.3455,13,West,1,66.65,2010,Qtr 2,May,6,Regular Air,5.63,Idaho,5.34
Eagle,1,Richard Tan,Corporate,0.04,2010,Qtr 2,May,4,1,Medium,1,0.56,Technology,Small Box,2190,Telephones and Communication,605.0472,15,West,1,876.88,2010,Qtr 2,May,4,Express Air,5.63,Idaho,65.99
Eagle,1,Richard Tan,Corporate,0.07,2011,Qtr 3,September,7,1,High,1,0.36,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,91.33529999999999,18,West,1,132.37,2011,Qtr 3,September,8,Regular Air,1.39,Idaho,7.64
Eagle Pass,1,Ray Grady,Consumer,0.02,2010,Qtr 3,August,24,1,Medium,1,0.6,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-93.73519999999999,16,Central,1,66.81,2010,Qtr 3,August,26,Regular Air,6.89,Texas,4.06
Eagle Pass,1,Ray Grady,Consumer,0.04,2010,Qtr 4,December,22,1,Low,1,0.8,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,4.53,19,Central,1,90.52,2010,Qtr 4,December,26,Regular Air,0.7,Texas,4.71
Eagle Pass,1,Ray Grady,Consumer,0,2011,Qtr 2,June,27,1,High,1,0.41,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,30.877499999999998,5,Central,1,44.75,2011,Qtr 2,June,29,Regular Air,4.95,Texas,7.96
Eagle Pass,1,Ray Grady,Consumer,0.06,2011,Qtr 2,June,27,1,High,1,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-50.08,16,Central,1,41.17,2011,Qtr 2,June,29,Regular Air,2.4,Texas,2.6
Eagle Pass,1,Ray Grady,Consumer,0.01,2011,Qtr 2,June,27,1,High,1,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,2939.5517999999997,17,Central,1,4260.22,2011,Qtr 2,June,29,Delivery Truck,17.86,Texas,264.98
Eagle Pass,1,Ray Grady,Consumer,0.07,2013,Qtr 3,August,24,1,Medium,1,0.38,Office Supplies,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,238.35424,7,Central,1,438.74,2013,Qtr 3,August,26,Regular Air,19.99,Texas,60.98
East Brunswick,1,Claude Silver,Corporate,0.09,2011,Qtr 3,August,3,1,Critical,1,0.59,Technology,Small Box,5170,Telephones and Communication,-113.78224,3,East,1,157.72,2011,Qtr 3,August,6,Regular Air,4.2,New Jersey,65.99
East Brunswick,1,Michele Meadows,Home Office,0.01,2013,Qtr 3,September,9,1,Medium,1,0.36,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,158.544,15,East,1,643.76,2013,Qtr 3,September,12,Regular Air,19.99,New Jersey,40.99
East Chicago,1,Adam G Sawyer,Corporate,0.1,2010,Qtr 1,March,27,1,Medium,1,0.57,Technology,Small Box,2180,Telephones and Communication,928.9607999999998,10,Central,1,1346.32,2010,Qtr 1,March,28,Regular Air,8.99,Indiana,175.99
East Chicago,1,Adam G Sawyer,Corporate,0.08,2010,Qtr 3,August,7,1,Critical,1,0.43,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,-131.61720000000003,20,Central,1,292.18,2010,Qtr 3,August,9,Regular Air,13.32,Indiana,14.81
East Chicago,1,Adam G Sawyer,Corporate,0.04,2011,Qtr 1,February,1,1,Low,1,0.64,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,43.72,8,Central,1,253.88,2011,Qtr 1,February,3,Regular Air,6.5,Indiana,30.98
East Chicago,1,Adam G Sawyer,Corporate,0.04,2012,Qtr 1,March,28,1,Low,1,0.52,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,-10.74,1,Central,1,26.68,2012,Qtr 1,March,30,Regular Air,3.63,Indiana,22.23
East Chicago,1,Adam G Sawyer,Corporate,0.06,2013,Qtr 2,April,18,1,Medium,1,0.55,Technology,Small Box,T39m,Telephones and Communication,812.6888999999999,9,Central,1,1177.81,2013,Qtr 2,April,19,Regular Air,3.9,Indiana,155.99
East Chicago,1,Dana Burgess,Corporate,0.03,2010,Qtr 2,May,27,1,Critical,1,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,122.21,18,Central,1,267.2,2010,Qtr 2,May,28,Regular Air,5.3,Indiana,14.2
East Chicago,1,Dana Burgess,Corporate,0.04,2010,Qtr 3,August,26,1,Low,1,0.37,Office Supplies,Small Box,Xerox 1985,Paper,-11.1332,12,Central,1,86.79,2010,Qtr 3,September,2,Express Air,5.16,Indiana,6.48
East Cleveland,1,Christian Lucas,Home Office,0.1,2011,Qtr 3,September,17,1,Critical,1,0.49,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,7.69,14,East,1,185.35,2011,Qtr 3,September,17,Express Air,5,Ohio,14.34
East Cleveland,1,Christian Lucas,Home Office,0.04,2013,Qtr 1,March,24,1,High,1,0.38,Office Supplies,Small Box,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,2220.5166,8,East,1,3218.14,2013,Qtr 1,March,27,Regular Air,19.99,Ohio,387.99
East Cleveland,1,Terri Justice Gardner,Corporate,0.09,2012,Qtr 2,May,7,1,Not Specified,1,0.72,Technology,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,-25.86,3,East,1,14.57,2012,Qtr 2,May,8,Regular Air,2.39,Ohio,4.77
East Cleveland,1,Terri Justice Gardner,Corporate,0.08,2013,Qtr 1,March,30,1,Critical,1,0.68,Technology,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-95.17,9,East,1,53.92,2013,Qtr 2,April,1,Regular Air,3.85,Ohio,5.98
East Hartford,1,April Flynn,Corporate,0.09,2013,Qtr 3,September,19,1,Low,1,0.57,Technology,Small Box,i1000plus,Telephones and Communication,620.98164,16,East,1,1590.44,2013,Qtr 3,September,23,Regular Air,4.2,Connecticut,125.99
East Hartford,1,Brenda Klein,Small Business,0.04,2013,Qtr 3,July,19,1,Medium,1,0.64,Furniture,Jumbo Box,Bush Advantage Collection® Round Conference Table,Tables,-468.57686304000003,18,East,1,3071.57,2013,Qtr 3,July,22,Delivery Truck,52.2,Connecticut,212.6
East Haven,1,Calvin Harrison,Corporate,0.09,2012,Qtr 1,February,25,1,Low,1,0.56,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,763.33,8,East,1,2230.31,2012,Qtr 1,February,29,Delivery Truck,64.73,Connecticut,300.98
East Haven,1,Michael Carr,Corporate,0.08,2013,Qtr 3,July,26,1,Not Specified,1,0.37,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,83.32992,11,East,1,166.42,2013,Qtr 3,July,28,Regular Air,4,Connecticut,15.98
East Lansing,1,Sherri F Vogel,Consumer,0.05,2010,Qtr 1,January,10,1,Critical,1,0.56,Furniture,Jumbo Box,"Hon Metal Bookcases, Putty",Bookcases,-850.6524,8,Central,1,551.51,2010,Qtr 1,January,11,Delivery Truck,46.74,Michigan,70.98
East Lansing,1,Sherri F Vogel,Consumer,0.05,2010,Qtr 1,January,10,1,Critical,1,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,98.52509999999998,12,Central,1,142.79,2010,Qtr 1,January,12,Regular Air,2.36,Michigan,11.55
East Lansing,1,Sherri F Vogel,Consumer,0.06,2010,Qtr 3,September,23,1,Critical,1,0.36,Office Supplies,Small Box,Xerox 1893,Paper,214.23,14,Central,1,585.08,2010,Qtr 3,September,25,Regular Air,17.48,Michigan,40.99
East Lansing,1,Sherri F Vogel,Consumer,0.09,2013,Qtr 1,February,6,1,Low,1,0.36,Office Supplies,Small Box,Xerox 193,Paper,-31.01,3,Central,1,17.51,2013,Qtr 1,February,13,Regular Air,5.15,Michigan,5.98
East Longmeadow,1,Willie Gray,Consumer,0.08,2011,Qtr 4,December,1,1,High,1,0.37,Office Supplies,Small Box,Trimflex™ Flexible Post Binders,Binders and Binder Accessories,42.21525,3,East,1,70.64,2011,Qtr 4,December,3,Express Air,2.99,Massachusetts,21.38
East Los Angeles,1,Catherine Dorsey Burnett,Small Business,0.1,2010,Qtr 1,February,5,1,Medium,1,0.55,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,-170.98,1,West,1,180.14,2010,Qtr 1,February,7,Regular Air,19.99,California,178.47
East Los Angeles,1,Catherine Dorsey Burnett,Small Business,0.07,2010,Qtr 1,February,5,1,Medium,1,0.38,Technology,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,2699.9838,10,West,1,3913.02,2010,Qtr 1,February,6,Delivery Truck,28.14,California,500.98
East Los Angeles,1,Catherine Dorsey Burnett,Small Business,0.04,2011,Qtr 3,September,26,1,Low,1,0.37,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,14.57,3,West,1,22.77,2011,Qtr 3,September,28,Regular Air,4.95,California,6.64
East Los Angeles,1,Catherine Dorsey Burnett,Small Business,0.07,2011,Qtr 4,October,30,1,High,1,0.39,Office Supplies,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,68.14439999999999,20,West,1,132.7,2011,Qtr 4,October,30,Regular Air,2,California,6.88
East Los Angeles,1,Catherine Dorsey Burnett,Small Business,0.01,2011,Qtr 4,October,30,1,High,1,0.44,Office Supplies,Wrap Bag,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Pens & Art Supplies,-44.873999999999995,7,West,1,20.68,2011,Qtr 4,October,30,Regular Air,4.28,California,2.52
East Los Angeles,1,Gilbert Vogel,Small Business,0.05,2011,Qtr 4,November,4,1,Low,1,0.65,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,153.81000000000017,30,West,1,4531.85,2011,Qtr 4,November,9,Delivery Truck,66.27,California,150.98
East Los Angeles,1,Gilbert Vogel,Small Business,0,2013,Qtr 2,April,12,1,High,1,0.38,Office Supplies,Small Box,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,-68.1375,6,West,1,28.16,2013,Qtr 2,April,14,Regular Air,5.34,California,4.13
East Massapequa,1,Judy Frazier,Corporate,0.06,2010,Qtr 4,December,3,1,Not Specified,1,0.38,Office Supplies,Small Box,Grip Seal Envelopes,Envelopes,-10.435,3,East,1,14.85,2010,Qtr 4,December,5,Regular Air,4.99,New York,4.42
East Massapequa,1,Judy Frazier,Corporate,0.02,2011,Qtr 4,November,1,1,Low,1,0.57,Office Supplies,Small Box,Belkin 5 Outlet SurgeMaster™ Power Centers,Appliances,1444.8392999999996,37,East,1,2093.97,2011,Qtr 4,November,1,Regular Air,0.99,New York,54.48
East Massapequa,1,Judy Frazier,Corporate,0.08,2011,Qtr 4,November,1,1,Low,1,0.37,Office Supplies,Small Box,Xerox 1968,Paper,21.24200000000002,35,East,1,222.5,2011,Qtr 4,November,3,Regular Air,6.15,New York,6.68
East Massapequa,1,Judy Frazier,Corporate,0.04,2011,Qtr 4,November,1,1,Low,1,0.73,Technology,Small Box,Microsoft Natural Multimedia Keyboard,Computer Peripherals,60.522000000000006,22,East,1,1157.56,2011,Qtr 4,November,3,Regular Air,6.5,New York,50.98
East Massapequa,1,Judy Frazier,Corporate,0.02,2011,Qtr 4,November,1,1,Low,1,0.56,Technology,Small Box,T61,Telephones and Communication,667.2600000000001,27,East,1,1055.05,2011,Qtr 4,November,1,Regular Air,2.5,New York,45.99
East Massapequa,1,Judy Frazier,Corporate,0.09,2012,Qtr 4,December,2,1,Medium,1,0.4,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,-6.17265,13,East,1,234.15,2012,Qtr 4,December,3,Regular Air,8.51,New York,17.98
East Massapequa,1,Judy Frazier,Home Office,0.1,2013,Qtr 3,September,8,1,Critical,1,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,-9.761199999999999,2,East,1,17.42,2013,Qtr 3,September,9,Regular Air,4,New York,7.59
East Meadow,1,Arlene Weber,Corporate,0.04,2011,Qtr 2,May,5,1,Low,1,0.36,Office Supplies,Small Box,Staples Colored Interoffice Envelopes,Envelopes,-75.7,17,East,1,516.19,2011,Qtr 2,May,14,Express Air,19.51,New York,30.98
East Meadow,1,Arlene Weber,Corporate,0.02,2011,Qtr 3,September,24,1,Medium,1,0.81,Office Supplies,Wrap Bag,*Staples* Letter Opener,"Scissors, Rulers and Trimmers",-115.38,12,East,1,29.91,2011,Qtr 3,September,26,Regular Air,5,New York,2.18
East Meadow,1,Arlene Weber,Corporate,0.04,2011,Qtr 3,September,24,1,Medium,1,0.38,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,11.06,3,East,1,32.97,2011,Qtr 3,September,27,Regular Air,1.79,New York,10.31
East Meadow,1,Arlene Weber,Corporate,0.09,2012,Qtr 2,June,15,1,High,1,0.4,Office Supplies,Wrap Bag,Prang Colored Pencils,Pens & Art Supplies,27.358499999999996,14,East,1,39.65,2012,Qtr 2,June,17,Regular Air,0.81,New York,2.94
East Meadow,1,Arlene Weber,Corporate,0.03,2013,Qtr 1,February,7,1,Not Specified,1,0.58,Technology,Small Box,i1000,Telephones and Communication,284.694,7,East,1,412.6,2013,Qtr 1,February,7,Regular Air,5.99,New York,65.99
East Meadow,1,Arlene Weber,Corporate,0.03,2013,Qtr 2,June,26,1,Medium,1,0.39,Office Supplies,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,2.7438000000000002,3,East,1,26.66,2013,Qtr 2,June,28,Regular Air,2.99,New York,8.69
